全部,#genre#
CCTV-6,http://123.56.129.203:4310/rtp/225.1.8.90:8000
CCTV-6,http://120.55.49.231:3095/rtp/233.50.201.198:5140
CCTV-6,http://120.55.49.231:3095/rtp/233.50.201.18:5140
CCTV-6,http://139.196.151.191:7992/rtp/239.45.1.70:5140
CCTV-6,http://139.196.151.191:9356/rtp/239.45.1.70:5140
CCTV-7,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://58.48.37.158:1111/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://117.27.190.42:9998/tsfile/live/23238_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://58.216.229.130:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://123.138.22.30:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://61.136.67.238:50085/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://124.128.73.58:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://113.57.20.158:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://58.48.5.186:1111/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://220.164.192.48:50085/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-7,http://122.9.151.210:887/rtp/238.255.2.12:5999
CCTV-7,http://123.56.129.203:4310/rtp/225.1.8.7:8104
CCTV-7,http://123.56.129.203:4310/rtp/225.1.8.107:8024
CCTV-7,http://120.55.49.231:3095/rtp/233.50.201.120:5140
CCTV-7,http://120.55.49.231:3095/rtp/233.50.201.7:5140
CCTV-7,http://139.196.151.191:7992/rtp/239.45.3.56:5140
CCTV-7,http://139.196.151.191:9356/rtp/239.45.3.56:5140
CCTV-8,http://113.57.20.158:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://110.53.218.182:9902udp://@238.0.0.1:8008
CCTV-8,http://61.136.172.236:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://210.22.75.86:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://58.48.37.158:1111/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://220.249.114.102:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://111.9.163.109:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://220.164.192.48:50085/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8,http://118.122.189.74:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://60.12.183.46:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8,http://122.9.151.210:887/rtp/238.255.2.136:5999
CCTV-8,http://123.56.129.203:4310/rtp/225.1.8.85:8000
CCTV-8,http://123.56.129.203:4310/rtp/225.1.8.91:8000
CCTV-8,http://120.55.49.231:3095/rtp/233.50.201.199:5140
CCTV-8,http://120.55.49.231:3095/rtp/233.50.201.19:5140
CCTV-8,http://139.196.151.191:7992/rtp/239.45.1.71:5140
CCTV-8,http://139.196.151.191:9356/rtp/239.45.1.71:5140
CCTV-9,http://119.163.228.205:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://61.157.139.15:9901/tsfile/live/2379_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://119.163.63.188:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://122.139.47.206:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-9,http://220.164.192.48:50085/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-9,http://58.57.21.166:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://59.173.243.210:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://58.19.38.162:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$1920x1080
CCTV-9,http://58.216.229.130:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://223.241.247.214:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://122.9.151.210:887/rtp/238.255.2.155:5999
CCTV-9,http://123.56.129.203:4310/rtp/225.1.8.9:8112
CCTV-9,http://123.56.129.203:4310/rtp/225.1.8.109:8032
CCTV-9,http://120.55.49.231:3095/rtp/233.50.201.121:5140
CCTV-9,http://139.196.151.191:7992/rtp/239.45.3.4:5140
CCTV-9,http://139.196.151.191:9356/rtp/239.45.3.4:5140
CCTV-10,http://210.22.75.86:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://58.48.5.186:1111/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://118.122.189.74:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://122.139.47.206:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10,http://116.128.242.83:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://58.51.111.46:1111/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://202.100.46.58:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://59.62.8.250:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://119.163.57.184:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://122.9.151.210:887/rtp/238.255.2.13:5999
CCTV-10,http://123.56.129.203:4310/rtp/225.1.8.10:8116
CCTV-10,http://123.56.129.203:4310/rtp/225.1.8.110:8228
CCTV-10,http://120.55.49.231:3095/rtp/233.50.201.122:5140
CCTV-10,http://120.55.49.231:3095/rtp/233.50.201.10:5140
CCTV-10,http://139.196.151.191:7992/rtp/239.45.3.8:5140
CCTV-10,http://139.196.151.191:9356/rtp/239.45.3.8:5140
CCTV-11,http://110.53.218.182:9902/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://119.163.228.205:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://60.12.183.46:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11,http://221.213.69.82:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11,http://117.27.190.42:9998/tsfile/live/23242_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://118.122.189.74:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://116.128.242.83:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://58.216.229.130:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://183.223.157.33:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://58.48.5.186:1111/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://122.9.151.210:887/rtp/238.255.2.14:5999
CCTV-11,http://123.56.129.203:4310/rtp/225.1.8.73:8120
CCTV-11,http://123.56.129.203:4310/rtp/225.1.8.111:8040
CCTV-11,http://120.55.49.231:3095/rtp/233.50.201.11:5140
CCTV-11,http://139.196.151.191:7992/rtp/239.45.1.196:5140
CCTV-11,http://139.196.151.191:9356/rtp/239.45.1.196:5140
CCTV-12,http://58.57.21.166:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://58.51.111.46:1111/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://116.128.242.83:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://59.173.243.210:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://61.136.67.238:50085/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://36.35.16.98:9901/tsfile/live/0001_30.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12,http://58.48.37.158:1111/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://221.213.69.82:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12,http://220.249.114.102:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://223.241.247.214:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://122.9.151.210:887/rtp/238.255.2.15:5999
CCTV-12,http://123.56.129.203:4310/rtp/225.1.8.12:8124
CCTV-12,http://123.56.129.203:4310/rtp/225.1.8.112:8232
CCTV-12,http://120.55.49.231:3095/rtp/233.50.201.123:5140
CCTV-12,http://120.55.49.231:3095/rtp/233.50.201.12:5140
CCTV-12,http://139.196.151.191:7992/rtp/239.45.3.10:5140
CCTV-12,http://139.196.151.191:9356/rtp/239.45.3.10:5140
CCTV-13,http://58.19.38.162:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$1920x1080
CCTV-13,http://123.129.70.178:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://113.57.20.158:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://202.100.46.58:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://210.22.75.86:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://183.223.157.33:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://59.62.8.250:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://61.138.128.226:19901/tsfile/live/0013_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://58.57.21.166:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://122.139.47.206:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13,http://122.9.151.210:887/rtp/238.255.2.16:5999
CCTV-13,http://123.56.129.203:4310/rtp/225.1.8.168:8130
CCTV-13,http://123.56.129.203:4310/rtp/225.1.1.10:8128
CCTV-13,http://120.55.49.231:3095/rtp/233.50.201.246:5140
CCTV-13,http://120.55.49.231:3095/rtp/233.50.201.13:5140
CCTV-13,http://139.196.151.191:7992/rtp/239.45.1.198:5140
CCTV-13,http://139.196.151.191:9356/rtp/239.45.1.198:5140
CCTV-14,http://116.128.242.83:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://183.223.157.33:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://58.48.5.186:1111/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://220.164.192.48:50085/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14,http://202.100.46.58:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://61.157.139.15:9901/tsfile/live/2384_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://58.48.37.158:1111/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://58.216.229.130:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://221.213.69.82:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14,http://122.9.151.210:887/rtp/238.255.2.17:5999
CCTV-14,http://123.56.129.203:4310/rtp/225.1.8.14:8132
CCTV-14,http://123.56.129.203:4310/rtp/225.1.8.114:8236
CCTV-14,http://120.55.49.231:3095/rtp/233.50.201.124:5140
CCTV-14,http://120.55.49.231:3095/rtp/233.50.201.14:5140
CCTV-14,http://139.196.151.191:7992/rtp/239.45.3.23:5140
CCTV-14,http://139.196.151.191:9356/rtp/239.45.3.23:5140
CCTV-15,http://117.27.190.42:9998/tsfile/live/23246_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://122.139.47.206:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15,http://220.249.114.102:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://58.51.111.46:1111/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://119.163.228.205:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://58.57.21.166:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://59.173.243.210:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://61.157.139.15:9901/tsfile/live/2385_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://221.213.69.82:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15,http://36.35.16.98:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15,http://122.9.151.210:887/rtp/238.255.2.18:5999
CCTV-15,http://123.56.129.203:4310/rtp/225.1.8.74:8136
CCTV-15,http://123.56.129.203:4310/rtp/225.1.8.115:8052
CCTV-15,http://120.55.49.231:3095/rtp/233.50.201.15:5140
CCTV-15,http://139.196.151.191:7992/rtp/239.45.1.200:5140
CCTV-15,http://139.196.151.191:9356/rtp/239.45.1.200:5140
CCTV-16,http://59.173.243.210:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://220.164.192.48:50085/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-16,http://117.27.190.42:9998/tsfile/live/23249_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://61.138.128.226:19901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://202.100.46.58:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://122.9.151.210:887/rtp/238.255.2.219:5999
CCTV-16,http://120.55.49.231:3095/rtp/233.50.201.192:5140
CCTV-16,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000008000023253/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023253$1920x1080
CCTV-16,http://60.164.128.167:8029/rtp/239.255.30.88:8231
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226100/index.m3u8
CCTV-16,http://219.159.194.66:8181/tsfile/live/faacts/1021_1.m3u8$1920x1080
CCTV-16,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226100/index.m3u8
CCTV-16,http://[2409:8087:74d9:21::6]/270000001128/9900000016/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-16,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226413/index.m3u8
CCTV-16,http://1b6467f415.iok.la:9931/tsfile/live/1094_1.m3u8
CCTV-17,http://59.173.243.210:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://113.57.20.158:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://58.51.111.46:1111/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://123.138.22.30:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://119.163.228.205:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://58.48.37.158:1111/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://58.57.21.166:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://119.163.63.188:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://112.234.23.81:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://122.9.151.210:887/rtp/238.255.2.137:5999
CCTV-17,http://123.56.129.203:4310/rtp/225.1.8.17:8144
CCTV-17,http://123.56.129.203:4310/rtp/225.1.8.117:8064
CCTV-17,http://120.55.49.231:3095/rtp/233.50.200.113:5140
CCTV-17,http://120.55.49.231:3095/rtp/233.50.201.35:5140
CCTV-兵器科技,http://122.9.151.210:887/rtp/238.255.2.34:5999
CCTV-第一剧场,http://122.9.151.210:887/rtp/238.255.2.25:5999
CCTV-第一剧场,http://58.19.38.162:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-第一剧场,http://112.234.23.81:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-风云足球,http://58.48.5.186:1111/tsfile/live/0142_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-风云足球,http://122.9.151.210:887/rtp/238.255.2.29:5999
CCTV-风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
CCTV-风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-风云足球,http://58.57.21.166:9901/tsfile/live/0108_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-风云足球,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.229:80/PLTV/4/224/3221228668/1.m3u8?accountinfo=7Nbs4SAtmisdhfg9u9VfuRylKFo%2FsFe211XeT0tFiPe3sKM6ExysDo0g3A9CbIkx5b%2FFw3kQIXPRRrkOn3II%2B%2Fc0Ta4f4DIFOsGdGiU4JeF8fi9dPYnTHN8Os8jC4LZfFgCcgHZcoIABWGUx4GF9bqeo84KrB1TAVruJzkRIWcU%3D%3A20241026024257%2C-1%2C36.156.32.22%2C20241026024257%2CG_FENGSHANGZQ-CQ%2C1734208109853_10%3A13%3A6D%3AA1%3A26%3A38%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000019436166_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FG_FENGSHANGZQ-CQ%2FG_FENGSHANGZQ-CQ&icpid=88888888&from=5&popid=5&hms_devid=6449&prioritypopid=5
CCTV-风云足球,http://112.234.23.81:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-风云音乐,http://122.9.151.210:887/rtp/238.255.2.24:5999
CCTV-世界地理,http://122.9.151.210:887/rtp/238.255.2.26:5999
CCTV-世界地理,http://111.61.236.247:9081/hls/62/index.m3u8
CCTV-世界地理,http://112.234.23.81:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-世界地理,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.200:80/PLTV/4/224/3221228680/1.m3u8?accountinfo=iqf%2B%2FzVl%2BDwUCM587YmhVxYnN9tz7M5yQyLT6YcSOlC3sKM6ExysDo0g3A9CbIkxKC%2FWpogN2oDXZwE5U7VLVlZh%2Fit2Go0ns93wVa3gyyM9IWVIwKzNTTXWP6IWBZgKFgCcgHZcoIABWGUx4GF9bqeo84KrB1TAVruJzkRIWcU%3D%3A20241026024046%2C-1%2C36.156.32.22%2C20241026024046%2CG_SHIJIEDL-CQ%2C1734227797283_6F%3A4B%3AE6%3A16%3A74%3AD4%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000019436223_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FG_SHIJIEDL-CQ%2FG_SHIJIEDL-CQ&icpid=88888888&from=5&popid=5&hms_devid=123&prioritypopid=5
CCTV-央视台球,http://122.9.151.210:887/rtp/238.255.2.224:5999
CCTV-央视台球,http://222.169.41.210:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-央视台球,http://119.135.1.16:6699/live/1077/index.m3u8
CCTV-高尔夫网球,http://122.9.151.210:887/rtp/238.255.2.223:5999
CCTV-高尔夫网球,http://[2409:8087:74d9:21::6]/270000001128/9900000094/index.m3u8
CCTV-文化精品,http://222.169.41.210:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-怀旧剧场,http://122.9.151.210:887/rtp/238.255.2.33:5999
CCTV-怀旧剧场,http://58.254.14.139:808/hls/507/index.m3u8
CCTV-怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8
CCTV-怀旧剧场,http://112.234.23.81:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-风云剧场,http://122.9.151.210:887/rtp/238.255.2.28:5999
CCTV-女性时尚,http://122.9.151.210:887/rtp/238.255.2.27:5999
CCTV-女性时尚,http://111.61.236.247:9081/hls/59/index.m3u8
CGTN,http://183.223.157.33:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CGTN,http://122.9.151.210:887/rtp/238.255.2.207:5999
CGTN,http://120.55.49.231:3095/rtp/233.50.201.126:5140
CGTN,http://139.196.151.191:7992/rtp/239.45.1.194:5140
CGTN,http://139.196.151.191:9356/rtp/239.45.1.194:5140
CGTN,http://123.56.129.203:4310/rtp/225.1.8.116:8056
CGTN俄语,http://122.9.151.210:887/rtp/238.255.2.210:5999
CGTN俄语,http://120.55.49.231:3095/rtp/233.50.201.39:5140
CGTN法语,http://122.9.151.210:887/rtp/238.255.2.208:5999
CGTN法语,http://120.55.49.231:3095/rtp/233.50.201.37:5140
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8$1920x1080
CGTN阿语,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8$1920x1080
CETV-1,http://122.9.151.210:887/rtp/238.255.2.105:5999
CETV-1,http://123.56.129.203:4310/rtp/225.1.8.169:4120
CETV-1,http://120.55.49.231:3095/rtp/233.50.201.75:5140
CETV-2,http://122.9.151.210:887/rtp/238.255.2.221:5999
CETV-2,http://123.56.129.203:4310/rtp/225.1.8.193:4120
CETV-4,http://122.9.151.210:887/rtp/238.255.2.222:5999
CETV-4,http://123.56.129.203:4310/rtp/225.1.8.195:4120
CETV-4,http://120.55.49.231:3095/rtp/233.50.200.162:5140
北京卫视,http://124.128.73.58:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://220.249.114.102:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://218.3.138.25:1111/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://58.51.111.46:1111/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://119.163.228.205:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.138.22.30:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://36.35.16.98:9901/tsfile/live/0001_19.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://61.136.172.236:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://119.163.57.184:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://58.19.38.162:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$1920x1080
北京卫视,http://122.9.151.210:887/rtp/238.255.2.81:5999
北京卫视,http://120.55.49.231:3095/rtp/233.50.201.107:5140
北京卫视,http://120.55.49.231:3095/rtp/233.50.201.40:5140
北京卫视,http://139.196.151.191:7992/rtp/239.45.3.229:5140
北京卫视,http://139.196.151.191:9356/rtp/239.45.3.229:5140
北京卫视,http://123.56.129.203:4310/rtp/225.1.8.21:8002
卡酷少儿,http://110.53.218.182:9902udp://@238.0.0.1:8018
卡酷少儿,http://61.157.139.15:9901/tsfile/live/2418_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://110.53.218.182:9902/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://139.196.151.191:7992/rtp/239.45.0.8:5140
卡酷少儿,http://139.196.151.191:9356/rtp/239.45.0.8:5140
卡酷少儿,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225654/2.m3u8
卡酷少儿,http://[2409:8087:74d9:21::6]/270000001128/9900000040/index.m3u8
卡酷少儿,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225654/index.m3u8
卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225654/index.m3u8
卡酷少儿,http://39.98.201.151:9090/udp/225.1.8.130:8002
卡酷少儿,http://39.98.201.151:9090/udp/225.1.8.35:8000
卡酷少儿,http://61.138.128.226:19901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://121.24.98.154:8090/hls/83/index.m3u8
卡酷少儿,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
卡酷少儿,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/7851974109718180595/index.m3u8?channel-id=bestzb&Contentid=7851974109718180595&livemode=1&stbId=no
东方卫视,http://119.163.57.184:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://58.48.37.158:1111/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://58.216.229.130:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://122.139.47.206:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://221.213.69.82:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://36.35.16.98:9901/tsfile/live/0001_34.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://123.138.22.30:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://110.53.218.182:9902udp://@238.0.0.1:8037
东方卫视,http://123.129.70.178:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://112.234.23.81:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://122.9.151.210:887/rtp/238.255.2.98:5999
东方卫视,http://123.56.129.203:4310/rtp/225.1.8.147:8192
东方卫视,http://120.55.49.231:3095/rtp/233.50.201.125:5140
